Conf.,atom,Ref. Fx(Ha/Bohr),Ref. Fy(Ha/Bohr),Ref. Fz(Ha/Bohr),NN Fx(Ha/Bohr),NN Fy(Ha/Bohr),NN Fz(Ha/Bohr)
304,8,-0.01026955,-0.00355997,0.01083191,-0.01091285,-0.00282564,0.01430908
304,9,0.00669877,-0.01014615,0.00746233,0.00861044,-0.00967132,0.00957952
304,10,-0.02195721,-0.00840993,-0.0149818,-0.02709348,-0.01039695,-0.01809177
304,11,0.02624186,-0.01369201,-0.01973799,0.02642269,-0.01237057,-0.02023455
304,12,-0.00689439,0.02857939,0.00529165,-0.00707232,0.02853045,0.00562617
304,13,0.01178257,0.01026636,0.00735008,0.01237328,0.00947517,0.00715095
305,1,-0.04405139,-0.01618496,0.00958666,-0.04000821,-0.01453853,0.00884288
305,2,0.03766457,0.01061161,0.00421798,0.03389478,0.00938768,0.00400196
305,3,0.00317735,0.00327742,-0.01383106,0.00382984,0.00267803,-0.01318877
305,4,-0.0094205,0.0095726,-0.0107339,-0.00729794,0.01086806,-0.01113837
305,5,-0.05245401,0.00690191,0.00444413,-0.05249728,0.00596029,0.00495918
305,6,-0.02796135,-0.00851024,-0.00359315,-0.02689422,-0.00972955,-0.00307773
305,7,0.05822622,-0.00633676,0.00519498,0.05419788,-0.00552751,0.00462899
305,8,0.04296187,0.00203924,0.01382988,0.03990065,0.00245384,0.01337536
305,9,0.01086718,-0.00236652,-0.00102591,0.01156753,-0.00249194,-0.00070788
305,10,-0.01961054,-0.00399897,-0.0109161,-0.01751081,-0.00410045,-0.01053035
305,11,0.00068042,0.00203195,-0.00177462,0.00044641,0.00205519,-0.00178134
305,12,-0.00007983,0.00296272,0.0046011,0.00037138,0.00298489,0.00461607
306,1,-0.00580714,-0.0040266,0.00537344,-0.0012894,-0.00295153,0.00589906
306,2,0.01306283,0.01997859,0.01306802,0.00993981,0.01755552,0.01140282
306,3,0.0307809,-0.02929692,-0.03466931,0.02203861,-0.02966826,-0.0351261
306,4,-0.00671856,-0.01038428,-0.00800783,-0.00616183,-0.00905483,-0.00678898
306,5,-0.08375401,0.02449151,0.02319368,-0.07786013,0.02435251,0.02363144
306,6,0.00551277,-0.00242709,-0.0032095,0.00745258,-0.0013833,-0.00201131
306,7,0.06856058,0.00554442,0.00925761,0.07349331,0.00616635,0.00893229
306,8,0.00059859,0.00362155,0.0002905,-0.00095724,0.0029552,-0.0008847
306,9,-0.02552008,-0.00808996,-0.00723585,-0.02959218,-0.0089116,-0.00688862
306,10,-0.00693369,0.00367782,0.00869812,-0.00677544,0.00366042,0.00875019
306,11,0.00983292,0.00043899,-0.00115008,0.00896997,0.00074019,-0.00154318
306,12,0.00038489,-0.00352802,-0.0056088,0.00074194,-0.00346067,-0.00537291
307,1,0.00067328,0.05920273,0.0076835,0.00081578,0.0589843,0.00713034
307,2,-0.01577914,-0.00738941,-0.01181254,-0.01600628,-0.00710485,-0.01334715
307,3,-0.00036071,0.00861381,0.00977417,-0.00038876,0.00917586,0.00926112
307,4,0.03131304,0.03025778,0.00255606,0.03193875,0.03067143,0.0035884
307,5,0.01378397,-0.00359286,-0.00964084,0.01300076,-0.00336752,-0.00798791
307,6,-0.02377463,-0.02045184,0.00262401,-0.02482563,-0.01968016,0.00303083
307,7,-0.03836171,-0.00981299,0.00040833,-0.0363067,-0.01095124,-0.00045657
307,8,0.02605296,0.00253587,0.0009014,0.02714768,0.00153958,0.00181597
307,9,0.01792444,-0.00156136,0.01077011,0.01711223,0.00162641,0.01235991
307,10,-0.00778614,0.01401113,-0.00654881,-0.00960575,0.01087277,-0.00924644
307,11,-0.01142691,-0.05711267,-0.00990084,-0.01111404,-0.05616195,-0.00925181
307,12,0.01604477,-0.00409797,-0.00285381,0.01678042,-0.00458839,-0.00341911
307,13,-0.00830322,-0.01060223,0.00603925,-0.00854844,-0.01101623,0.00652242
308,1,-0.00455283,-0.013583,0.04183758,-0.00522272,-0.0131939,0.03952308
308,2,0.0516973,0.00504485,0.01106442,0.05475143,0.00304713,0.0104811
308,3,-0.03403371,-0.02672825,-0.00933479,-0.03442095,-0.02583192,-0.00890517
308,4,0.01512454,0.00722507,0.00637966,0.01380512,0.00892792,0.00671293
308,5,0.0143981,0.0198608,0.00719239,0.01583706,0.01919414,0.00818028
308,6,-0.03715125,-0.01559949,-0.01654786,-0.03815663,-0.0182137,-0.01556594
308,7,-0.002611,-0.00698597,0.00354937,-0.00186891,-0.00805236,0.00334825
308,8,-0.04255111,-0.01903069,0.01331435,-0.04199657,-0.01791145,0.01359504
308,9,0.04421411,0.02732948,-0.00976696,0.04408819,0.02969133,-0.01032518
308,10,-0.00250027,-0.00712897,-0.0022752,-0.00232405,-0.00762025,-0.00286426
308,11,0.01166297,0.01855353,-0.05102298,0.01130831,0.01771679,-0.05000727
308,12,0.00935778,0.0056058,0.01359126,0.00937987,0.00565543,0.01415488
308,13,-0.02305464,0.00543684,-0.00798125,-0.02518014,0.00659085,-0.00832774
309,1,-0.01696556,0.00335093,-0.00036243,-0.01820962,0.00400238,0.00109968
309,2,0.04806122,0.00065822,0.00772827,0.04930167,0.00051745,0.00567546
309,3,0.06381102,-0.01515085,-0.01219577,0.06330434,-0.01577332,-0.01341096
309,4,-0.03705531,0.00157862,0.00021888,-0.03594937,0.00132647,0.00131235
309,5,-0.02600591,0.00219162,0.00554722,-0.02246561,0.00237933,0.00582938
309,6,-0.02217727,0.00331233,-0.01447683,-0.02562208,0.00321846,-0.01491585
309,7,0.01079045,0.02130318,0.00057895,0.00849416,0.02180939,0.00047725
309,8,0.02080935,-0.00371963,0.01425715,0.02517465,-0.00371245,0.01541149
309,9,-0.00402674,-0.00764319,0.00171431,-0.00406921,-0.0078511,0.00169274
309,10,-0.02170893,-0.00500597,-0.00367177,-0.02309477,-0.00481713,-0.00445114
309,11,-0.01414689,-0.00460329,0.00135964,-0.01552817,-0.00476336,0.00177072
309,12,-0.00138544,0.00372804,-0.00069763,-0.00133599,0.00366389,-0.00049112
310,1,0.03919138,-0.00718625,-0.03003261,0.04010754,-0.00871581,-0.0312443
310,2,-0.01998194,-0.01734262,-0.00413261,-0.01881476,-0.01571455,-0.00481111
310,3,-0.03577128,-0.00702751,0.03918493,-0.03850882,-0.00550725,0.04139552
310,4,-0.03766088,-0.01911433,-0.02110289,-0.03859265,-0.02071887,-0.02035679
310,5,0.0084988,0.00148866,-0.01076949,0.00931971,-0.00013955,-0.01112672
310,6,0.01630245,0.01157144,0.02246568,0.01306002,0.01191043,0.02200486
310,7,-0.01366809,-0.00946164,0.00509922,-0.01387361,-0.00719414,0.0054426
310,8,-0.00029191,-0.00368404,-0.0098859,0.00208009,-0.00400697,-0.0103575
310,9,-0.0187749,-0.00845079,-0.00147588,-0.01812481,-0.01001918,-0.00248865
310,10,0.03816479,0.02499362,0.00594213,0.03843966,0.02569484,0.00683423
310,11,-0.01445515,0.01096145,-0.00528917,-0.01407282,0.01093576,-0.00555401
310,12,0.00905883,0.00514655,0.00269732,0.00933281,0.00582997,0.00258499
310,13,0.02938789,0.01810547,0.00729927,0.02964761,0.01764532,0.00767688
311,1,-0.00992606,0.00438656,0.00499667,-0.00391595,0.0047701,0.00392285
311,2,0.03378759,-0.00356164,-0.00398973,0.03327128,-0.00340287,-0.00413517
311,3,0.01043799,-0.00241403,0.00262451,0.00849704,-0.00318977,0.0037237
311,4,-0.02361331,-0.0026796,-0.00192551,-0.0241699,-0.00279752,-0.00183047
311,5,-0.00638119,0.00501069,-0.01434891,-0.0085209,0.00483999,-0.0140981
311,6,0.04394166,0.0043105,-0.00239996,0.04336854,0.0042243,-0.00182577
311,7,-0.0007699,-0.0085027,0.01364913,-0.00169563,-0.00823163,0.01335606
311,8,-0.05252827,-0.00457316,0.00343719,-0.04856203,-0.00440659,0.00328013
311,9,-0.04415831,0.00173212,-0.00100213,-0.04379312,0.00203609,-0.00150879
311,10,0.04190645,0.00298223,0.00221407,0.03855239,0.00288385,0.00159722
311,11,0.00736325,0.00304121,-0.00142038,0.00588342,0.00297214,-0.00103892
311,12,-0.0000599,0.00026782,-0.00183496,0.00108485,0.00030191,-0.00144273
312,1,-0.04419384,-0.01023306,0.00627907,-0.0392427,-0.00767502,0.0058701
312,2,0.07645091,0.0144443,0.00317649,0.0789426,0.01271925,0.00492056
312,3,0.05207307,-0.00296006,-0.01329534,0.04879221,-0.00360128,-0.01402352
312,4,0.02545681,-0.0012237,0.00784659,0.02362112,-0.00159117,0.00553156
312,5,0.00071397,0.00772061,0.00635543,0.00239697,0.00690816,0.00705883
312,6,-0.08001625,-0.00655426,-0.00201672,-0.08403369,-0.00719669,-0.00140935
312,7,-0.00413982,-0.0011699,0.00407071,-0.00799801,-0.00062349,0.00458707
312,8,-0.01343926,0.0078692,-0.01009251,-0.00820677,0.0092651,-0.0104049
312,9,0.01286871,-0.01282044,0.00002424,0.01303107,-0.01282362,-0.00013122
312,10,-0.02391542,-0.00922012,0.00009188,-0.02201912,-0.00921131,0.00119612
312,11,-0.00853616,0.01018684,-0.00329819,-0.00847694,0.01025855,-0.00344563
312,12,0.00667728,0.0039606,0.00085835,0.00319324,0.00357153,0.00025039
313,1,-0.01301981,-0.00065775,-0.00333538,-0.01298592,0.00019248,-0.00130586
313,2,0.02480486,0.00019148,-0.00744301,0.02686823,0.00049541,-0.00691447
313,3,-0.02508376,-0.00164665,-0.00198504,-0.02555345,-0.0025518,-0.00479843
313,4,0.06226824,0.00297857,0.01583114,0.06124883,0.00269099,0.01532974
313,5,0.03106821,0.00820154,0.00052578,0.03069634,0.0077692,0.00156273
313,6,-0.01866879,-0.00395471,-0.00633661,-0.02114012,-0.0049995,-0.00620685
313,7,-0.00396339,-0.00123153,-0.00570572,-0.00424365,-0.0007078,-0.00615972
313,8,0.01075423,0.00539038,-0.00259217,0.00954058,0.00639682,-0.00232697
313,9,-0.01221867,-0.00964774,0.00805074,-0.01216671,-0.00910657,0.00814112
313,10,-0.03133313,-0.00324749,0.00373564,-0.0280352,-0.0036341,0.00335648
313,11,-0.00212016,0.0057057,-0.00112581,-0.00231766,0.00527388,-0.00093938
313,12,-0.02248784,-0.00208179,0.00038044,-0.02191128,-0.00181902,0.00026163
314,1,-0.02025803,0.01230997,-0.00635093,-0.01954185,0.01314237,-0.00553071
314,2,0.03309584,0.00830905,-0.00466868,0.03037575,0.00850653,-0.00307624
314,3,0.01748506,0.01276236,0.00788253,0.01675691,0.01364819,0.00564648
314,4,-0.01718431,0.00032883,0.00083036,-0.01581727,-0.00065158,-0.00061549
314,5,0.03616856,0.01342996,0.00889586,0.03504511,0.01183477,0.01052975
314,6,0.00949578,-0.0076125,0.00793816,0.01034185,-0.00603366,0.01027145
314,7,-0.01499366,0.00141744,-0.0113382,-0.01228986,0.00290841,-0.01173347
314,8,-0.00574415,0.00473461,-0.01136592,-0.0090132,0.00437359,-0.01429351
314,9,0.00198316,-0.01411052,0.00091853,0.00027944,-0.01446618,0.00047541
314,10,-0.0323593,-0.00970622,0.00935709,-0.03065788,-0.01089163,0.01046633
314,11,0.0019228,-0.00623085,0.00242366,0.00240762,-0.00590535,0.00252278
314,12,-0.00208842,-0.01709536,-0.00394816,-0.00171773,-0.0177896,-0.00350949
314,13,-0.00752331,0.00146323,-0.0005743,-0.00616889,0.00132415,-0.00115327
315,1,-0.01421219,-0.0027347,0.0160309,-0.0147424,-0.00312586,0.01458725
315,2,0.01877606,-0.00119897,0.00012881,0.0190154,-0.00144693,-0.00143412
315,3,0.01168833,0.0012946,-0.00556303,0.01601099,0.00212455,-0.00415501
315,4,0.04969588,0.00828981,-0.01202224,0.04796236,0.00895754,-0.01000597
315,5,-0.02649763,-0.01100586,0.0026088,-0.02888962,-0.01080459,0.00279089
315,6,-0.01426853,-0.00663535,0.00442885,-0.01327331,-0.00741437,0.0042502
315,7,-0.01481691,0.01377171,-0.00847354,-0.01669671,0.0132966,-0.00884387
315,8,0.03163635,0.0021967,0.00076035,0.03185373,0.0024044,-0.00001203
315,9,-0.00608329,-0.0002513,0.00466039,-0.00395323,-0.00023561,0.00502368
315,10,-0.03154834,-0.00222918,-0.0081428,-0.03125332,-0.00209121,-0.00712584
315,11,0.00254491,-0.00475749,-0.00190787,0.00149137,-0.00480794,-0.00214572
315,12,-0.00691463,0.00326002,0.00749138,-0.00752526,0.00314341,0.00707054
316,1,0.09297519,0.00475925,-0.01473271,0.09674858,0.00638074,-0.01564462
316,2,-0.08392248,-0.01037744,0.01150756,-0.0832238,-0.0100756,0.0123219
316,3,-0.0109309,-0.00702784,0.00966235,-0.01442195,-0.00968422,0.01096909
316,4,-0.02116081,0.00455259,-0.0077954,-0.0204115,0.00447732,-0.00913119
316,5,-0.02423115,0.01471278,-0.00469004,-0.02470092,0.01577342,-0.00459109
316,6,0.0388733,0.00583409,0.00155146,0.03853576,0.00516498,0.0020576
316,7,0.05342736,-0.01162147,-0.00226168,0.05669361,-0.01231404,-0.00234924
316,8,-0.05199055,-0.01288994,0.00421876,-0.05562478,-0.01267326,0.00381869
316,9,-0.03636843,0.00735631,0.00982041,-0.03877052,0.00829723,0.00959885
316,10,0.04209334,0.00505668,-0.00304138,0.04468382,0.00559508,-0.00254258
316,11,0.00458894,-0.00126753,-0.00608819,0.00449969,-0.00151135,-0.00614605
316,12,-0.00335381,0.00091252,0.00184886,-0.00400799,0.00056969,0.00163863
317,1,0.0323225,0.02353995,-0.0477047,0.03174046,0.02350764,-0.04638703
317,2,0.006284,0.01835612,-0.00725869,0.00637133,0.02145638,-0.00743431
317,3,-0.00869044,-0.01745094,-0.01118189,-0.00877971,-0.01844191,-0.01058461
317,4,0.03439806,0.01791303,-0.00620793,0.03418271,0.01574881,-0.0072985
317,5,0.00207184,0.0160269,0.00319317,0.00490916,0.01923787,-0.00023425
317,6,-0.02582657,-0.01449323,-0.00144795,-0.0268627,-0.01394314,0.00083441
317,7,0.02090994,0.00278841,-0.00834834,0.02276288,0.00213547,-0.00701465
317,8,-0.01885339,-0.01673154,0.01810487,-0.01846004,-0.01685345,0.01236245
317,9,0.03065178,0.02053098,0.02983087,0.02839559,0.02014381,0.02675027
317,10,-0.02687362,-0.01043494,-0.03027614,-0.02661377,-0.0108338,-0.02248355
317,11,0.00088341,0.00345679,0.00699507,0.00121427,0.00341122,0.00733655
317,12,-0.0424076,-0.02859195,0.04804597,-0.04427369,-0.02927905,0.04748174
317,13,-0.00486991,-0.01490958,0.0062557,-0.00458649,-0.01628985,0.00667148
318,1,0.01263269,0.02788942,0.00482562,0.01277198,0.02781081,0.0048441
318,2,-0.03426389,-0.00691436,0.02075353,-0.03424419,-0.00869786,0.02200584
318,3,-0.01317305,0.00117753,0.00009051,-0.01409148,0.00200539,0.00007615
318,4,0.01481691,-0.01179482,-0.02145643,0.01448185,-0.00979967,-0.02127283
318,5,0.03329306,0.00627707,-0.0003052,0.03463587,0.00651978,-0.00054721
318,6,0.01816806,0.02651689,0.00168269,0.01949648,0.02458766,0.00088347
318,7,-0.01594178,-0.00372352,0.00446718,-0.01682344,-0.0053922,0.00368383
318,8,0.00161329,-0.00424874,0.00853896,0.00131799,-0.00354632,0.00789254
318,9,-0.01552086,-0.00517968,-0.00282928,-0.01573702,-0.00506328,-0.00115907
318,10,-0.0021346,-0.00369991,-0.01050906,-0.00227527,-0.00269432,-0.01074977
318,11,-0.00006939,-0.02706198,-0.00262981,0.0002407,-0.02728088,-0.00280482
318,12,-0.00186994,0.00229714,-0.0005003,-0.00143957,0.00259857,-0.00015669
318,13,0.00244951,-0.00153505,-0.0021284,0.00166609,-0.00104768,-0.00269554
319,1,0.00658524,0.01269404,0.0037874,0.00654375,0.0118949,0.00387623
319,2,-0.02749515,-0.01055002,-0.00439163,-0.03045347,-0.00984701,-0.00484783
319,3,0.03072936,0.00947246,0.0053754,0.0264199,0.01051551,0.00509932
319,4,0.08821104,0.00850456,0.01136371,0.09473973,0.00758373,0.01167587
319,5,-0.04921018,-0.01408003,-0.00204732,-0.0495136,-0.01461906,-0.00178148
319,6,-0.08743398,-0.01171895,-0.02462442,-0.08583672,-0.01149308,-0.02427225
319,7,0.01282225,0.00710383,-0.00196258,0.01432143,0.00779382,-0.00250343
319,8,0.02380606,0.00866519,0.01714449,0.02423173,0.00910664,0.01710959
319,9,0.01028803,-0.00939013,0.00042895,0.00905667,-0.0098817,0.00075533
319,10,-0.01274932,-0.00295438,0.00490028,-0.01630436,-0.00372168,0.00603448
319,11,0.01055119,0.00324505,-0.00238673,0.01143971,0.00329717,-0.00238493
319,12,-0.00610453,-0.00099164,-0.00758756,-0.00464476,-0.00062923,-0.00876089
320,1,0.0459008,-0.00764855,0.00965658,0.04358168,-0.0086051,0.01040108
320,2,-0.02237769,0.00057176,-0.0039136,-0.02347204,0.00215631,-0.00356806
320,3,-0.03470163,0.01140357,-0.00045662,-0.03652193,0.01316705,-0.00201959
320,4,-0.0686679,-0.00713311,-0.00754756,-0.06489863,-0.00913575,-0.00731605
320,5,0.02610479,-0.00525405,-0.00678678,0.027591,-0.00561274,-0.00748465
320,6,0.03905897,0.00816111,0.00989097,0.03696807,0.00850631,0.01008318
320,7,0.03567646,-0.01318,-0.00372559,0.03691843,-0.01377716,-0.00343964
320,8,-0.00612365,-0.00253147,-0.00533408,-0.0064514,-0.00317262,-0.00571366
320,9,-0.02096866,0.01845956,0.00456865,-0.02327154,0.01813867,0.00525125
320,10,0.01917799,0.00590192,0.00321088,0.02107279,0.00632696,0.00340171
320,11,0.00019833,-0.00594942,0.00139207,0.00130596,-0.00549463,0.00132586
320,12,-0.01327782,-0.00280132,-0.00095494,-0.01282239,-0.00249732,-0.00092142
321,1,-0.00762787,0.00048757,0.00236683,-0.00797774,0.00049953,0.00115041
321,2,-0.02836303,0.00308304,0.00506261,-0.03173573,0.0023388,0.00419429
321,3,-0.00573418,-0.00535325,-0.00169393,-0.0069011,-0.00566692,-0.00042649
321,4,-0.05499064,0.01084156,0.00442127,-0.05197856,0.01180905,0.00533186
321,5,0.02496163,-0.00334216,0.00760833,0.02422883,-0.00238502,0.00798582
321,6,0.07134373,-0.00572636,-0.01635463,0.06943577,-0.00610697,-0.01561743
321,7,-0.01149463,0.00224648,-0.01023141,-0.009277,0.00158027,-0.01039016
321,8,-0.03310323,-0.00583259,-0.00552849,-0.03321828,-0.00529326,-0.006696
321,9,-0.00395251,0.00721538,0.00492626,-0.0049218,0.00689717,0.00479764
321,10,0.01577613,0.00516299,0.01380695,0.0174156,0.00480069,0.01336856
321,11,0.00879848,-0.00432539,-0.00066001,0.00904517,-0.00387515,-0.00067429
321,12,0.02438612,-0.00445728,-0.00372378,0.02588484,-0.0045982,-0.00302422
322,1,-0.07919464,-0.01058753,0.01307115,-0.07911336,-0.00921732,0.01340618
322,2,0.01620925,0.00748683,-0.00520739,0.011937,0.00642809,-0.00578011
322,3,0.00236933,-0.00247304,-0.00895734,0.00535432,-0.00356943,-0.00986029
322,4,0.0252212,0.01181715,-0.0009058,0.02744038,0.01302498,-0.00008823
322,5,0.06419933,0.00576359,0.00398429,0.06310209,0.0058642,0.00448851
322,6,-0.01687849,-0.01390887,-0.01357242,-0.01839318,-0.01458693,-0.01368427
322,7,-0.0067475,-0.01068432,-0.00477342,-0.00660144,-0.01068411,-0.00480607
322,8,0.00205016,0.00244879,0.02014758,0.0024969,0.00211233,0.01876037
322,9,-0.03287448,0.00926043,0.00587554,-0.03325935,0.00928565,0.00572325
322,10,0.03135221,0.00324472,-0.01139052,0.03319632,0.00342002,-0.00956419
322,11,0.00354656,-0.00214765,-0.00223287,0.00332741,-0.00202279,-0.00197614
322,12,-0.00925292,-0.00022009,0.00396119,-0.00948711,-0.00005469,0.00338099
323,1,0.01927114,0.01151918,-0.0093386,0.01914817,0.01161758,-0.00868386
323,2,-0.05663867,-0.01016969,-0.02102141,-0.05867067,-0.00920422,-0.01921165
323,3,0.00279247,0.00097928,0.00457744,0.0025942,0.00076079,0.00332548
323,4,0.01407783,-0.01413011,0.02494908,0.01446272,-0.01420904,0.02372961
323,5,0.0301335,0.01746344,0.00908965,0.0292601,0.01698413,0.0088576
323,6,0.02884943,0.01608359,-0.01067752,0.02947322,0.01555915,-0.00930537
323,7,-0.05106111,-0.0285867,-0.00684482,-0.04966339,-0.02816292,-0.00462005
323,8,0.01984178,0.01893146,0.00134951,0.01992521,0.01969775,0.00149754
323,9,-0.00198164,0.00161993,-0.00333847,-0.00400826,0.00171578,-0.00365315
323,10,-0.00453836,-0.00960033,0.00472344,-0.00308342,-0.01012159,0.00300691
323,11,-0.0059584,-0.00268988,0.00815856,-0.00539371,-0.00277815,0.00840538
323,12,-0.01075661,-0.00733949,-0.00557851,-0.0104582,-0.00686384,-0.00604315
323,13,0.01596865,0.0059193,0.00395164,0.01641403,0.00500459,0.00269473
324,1,-0.01485968,0.01732037,-0.00796405,-0.01603446,0.01622341,-0.00719898
324,2,-0.03669152,-0.01173223,0.00141671,-0.04160851,-0.01119634,0.00219903
324,3,-0.01346301,-0.00452112,0.00765991,-0.01052708,-0.00485536,0.00687082
324,4,0.00541315,-0.01395663,-0.00542325,0.00415498,-0.01444139,-0.00696409
324,5,-0.06312876,0.00192532,0.00225374,-0.06624766,0.00287823,0.00315556
324,6,0.06315452,0.01573176,0.01385877,0.06417946,0.0164148,0.01401945
324,7,0.03806742,-0.00829954,0.0026501,0.03934294,-0.00719338,0.00144602
324,8,-0.03466396,-0.00500427,-0.00283039,-0.03625881,-0.00555136,-0.00236807
324,9,0.02747634,0.01409836,-0.01300296,0.02818132,0.01160544,-0.01226226
324,10,0.00538351,0.00132503,-0.00655857,0.01008712,0.00172495,-0.00602258
324,11,0.00365808,-0.00842269,0.00262097,0.00458727,-0.00727824,0.00220526
324,12,0.01965392,0.00153563,0.00531901,0.02014341,0.00166923,0.00491985
325,1,0.01727536,-0.03265361,-0.02709124,0.01810296,-0.03291732,-0.02742818
325,2,0.04195901,0.01577791,-0.01071841,0.04175628,0.01769548,-0.01084329
325,3,0.00890907,0.00129056,-0.01038149,0.00976459,0.00035752,-0.00992118
325,4,-0.02587914,-0.01789295,0.00472233,-0.02585094,-0.01923238,0.00400181
325,5,-0.0251126,-0.00543157,0.01300108,-0.02711465,-0.00402246,0.01214271
325,6,-0.00802561,-0.00157407,-0.00407359,-0.00721554,-0.00192418,-0.00386888
325,7,0.00286146,-0.00495069,0.00564065,0.00233579,-0.00547051,0.00623625
325,8,-0.02902761,-0.00552249,-0.00380483,-0.03024888,-0.00567209,-0.00458774
325,9,0.00792453,0.01799382,-0.01299279,0.01315008,0.0203769,-0.01412977
325,10,0.03013769,-0.00144869,0.01187376,0.02777737,-0.00248216,0.01416046
325,11,-0.00188752,0.03563726,0.0208347,-0.00230073,0.03543941,0.02105493
325,12,-0.00613464,-0.00005006,0.00462474,-0.00624309,0.00025382,0.00446477
325,13,-0.013,-0.00117541,0.0083651,-0.01391323,-0.00240204,0.00871812
326,1,-0.05408847,-0.03169411,0.0174678,-0.05856172,-0.03482545,0.01868105
326,2,-0.02302382,-0.0159597,-0.0084828,-0.01868718,-0.01708017,-0.00908444
326,3,0.03519009,0.00585841,0.01097009,0.03635394,0.00702642,0.01167271
326,4,-0.00299111,-0.00346903,-0.01395157,-0.00623381,-0.00385352,-0.01225327
326,5,-0.02497398,-0.0079078,-0.00049411,-0.02506091,-0.00771815,-0.00206679
326,6,-0.00769581,-0.00531643,0.02537999,-0.00872405,-0.00478029,0.02266236
326,7,0.01279622,0.00331461,-0.00364842,0.01412922,0.00230775,-0.00182583
326,8,0.00151639,0.00593352,-0.01039571,0.00182145,0.00502173,-0.00941844
326,9,0.01121197,0.01201736,0.00201912,0.01368169,0.01452274,0.00187731
326,10,0.0409618,0.01622699,0.0003602,0.04269639,0.01712183,0.00009094
326,11,0.0140669,0.01834192,-0.02454058,0.0144368,0.01935586,-0.02549838
326,12,-0.00728135,-0.00315892,-0.00204972,-0.00810862,-0.00363932,-0.00271631
326,13,0.00431117,0.00581318,0.00736571,0.00225681,0.00654056,0.0078791
327,1,-0.03812482,-0.00143491,0.00709772,-0.03817343,-0.00098178,0.00716058
327,2,-0.05297061,0.00210457,-0.01480521,-0.06305706,0.00153621,-0.01616076
327,3,0.08710543,0.00014858,-0.00825749,0.08980222,0.00015752,-0.00885326
327,4,0.02259372,0.00541979,0.01021581,0.03173829,0.00550239,0.01235873
327,5,-0.06731367,-0.00043018,0.01080308,-0.06968908,-0.00043881,0.01126046
327,6,-0.01287373,-0.00837099,-0.00307947,-0.01477834,-0.00762546,-0.00362006
327,7,0.06952989,-0.00118782,-0.00680078,0.07185475,-0.00132493,-0.00753458
327,8,-0.05666517,-0.01162108,0.00288903,-0.05818862,-0.01305332,0.00285962
327,9,-0.01092939,0.00166251,0.00593721,-0.01278148,0.00165865,0.00620244
327,10,0.04238669,0.01668527,0.01269506,0.04327425,0.01747683,0.01397473
327,11,0.00373213,-0.00091653,-0.00281637,0.00530663,-0.0008795,-0.00258742
327,12,0.01352952,-0.0020592,-0.01387859,0.01469187,-0.00202781,-0.01506049
328,1,-0.01361886,-0.02385727,-0.00270834,-0.01446731,-0.02448691,-0.00258979
328,2,-0.015021,-0.00130401,0.01000758,-0.01688493,-0.00131899,0.00954431
328,3,0.02365578,0.00747634,0.01317764,0.02490367,0.00745306,0.01347354
328,4,0.02814175,0.022583,-0.00978393,0.02919092,0.02195707,-0.01005113
328,5,-0.00237221,0.00575681,-0.00499591,-0.00313993,0.00454373,-0.00424189
328,6,0.01673849,0.00951128,0.00565898,0.01586844,0.01162211,0.0051195
328,7,0.00579304,0.00045686,0.00357008,0.00559876,0.00180397,0.00179752
328,8,0.02104568,0.002517,0.00617246,0.02034476,0.00097245,0.00618397
328,9,0.00396058,-0.00148373,0.00621388,0.00318249,-0.00123573,0.00469802
328,10,-0.02733869,-0.00414894,-0.01404199,-0.02357841,-0.00395693,-0.01053527
328,11,0.00368054,0.00140121,0.01477179,0.0042565,0.00255725,0.0142743
328,12,-0.02267556,0.00441543,-0.02247881,-0.02258412,0.00446699,-0.02234852
328,13,-0.02198953,-0.02332398,-0.00556344,-0.02269086,-0.02437806,-0.00532456
329,1,-0.04427468,-0.01799348,0.00648724,-0.04246829,-0.01722099,0.00467101
329,2,-0.00811973,-0.00305491,0.0075927,-0.00988934,-0.00489202,0.00603851
329,3,0.0035063,-0.02158175,-0.00330664,0.00244008,-0.02200067,-0.00371941
329,4,0.00178592,-0.01022016,-0.00222583,0.00193654,-0.0097344,-0.00257372
329,5,0.03395244,0.03582382,-0.00953217,0.03537889,0.03746619,-0.00627465
329,6,0.02701176,0.02124763,-0.00050531,0.02717288,0.02159211,-0.00064467
329,7,0.00180398,0.01330357,0.00601793,0.00096139,0.00908333,0.00464544
329,8,0.03260662,0.02100487,0.00835592,0.03360951,0.02062249,0.01116783
329,9,-0.04355633,-0.03704978,0.00395172,-0.04211772,-0.03330511,0.00306398
329,10,-0.02507628,-0.01907252,-0.00512478,-0.02663258,-0.01944526,-0.00579769
329,11,0.02397872,-0.00033931,-0.02414028,0.0240368,-0.00003673,-0.02309511
329,12,0.01077648,0.02203501,0.0211698,0.01040101,0.02180713,0.02067041
329,13,-0.01439518,-0.00410298,-0.00874031,-0.01482917,-0.00393608,-0.00815194
330,1,0.01248461,-0.00332807,0.04067376,0.01014471,-0.00318351,0.03907536
330,2,0.01374626,0.00044132,-0.00080969,0.01216057,-0.00193818,-0.00230889
330,3,-0.04460659,-0.00799987,0.00817468,-0.04216432,-0.00691029,0.00893583
330,4,0.03540813,0.02349998,0.00772436,0.03460973,0.02394083,0.00926913
330,5,0.01747711,0.01115103,-0.0113767,0.01791704,0.00983334,-0.0089102
330,6,-0.0010547,-0.00774527,0.00337838,0.00001489,-0.00707598,0.00069359
