Conf.,atom,element,Ref. charge(e),NN charge(e)
258,13,1,0.14347614,0.14704959
259,1,6,0.01000193,0.00639989
259,2,6,0.06751982,0.07265406
259,3,6,0.10743409,0.10381025
259,4,6,0.02560982,0.02981063
259,5,6,0.03448791,0.02647227
259,6,6,0.09518139,0.09883333
259,7,6,0.08706278,0.07985582
259,8,6,0.04061412,0.04556829
259,9,6,0.04189347,0.05021948
259,10,6,0.08526546,0.08040577
259,11,1,0.13022585,0.12842228
259,12,1,0.12559845,0.12496292
259,13,1,0.14910488,0.15258499
260,1,6,-0.00821954,-0.00241711
260,2,6,-0.00801932,-0.00075689
260,3,6,-0.01556534,-0.02204063
260,4,6,-0.01234749,-0.01320086
260,5,6,0.00480142,0.00985374
260,6,6,-0.00436311,0.0069107
260,7,6,-0.03122805,-0.03439925
260,8,6,-0.02570938,-0.02946869
260,9,6,-0.04190755,-0.04713804
260,10,6,-0.06366935,-0.0677776
260,11,1,0.10600622,0.10173418
260,12,1,0.10022152,0.09870044
261,1,6,0.01165226,0.01216001
261,2,6,0.07194378,0.08262008
261,3,6,0.10663575,0.10623726
261,4,6,0.02970081,0.03686825
261,5,6,0.03857303,0.02808282
261,6,6,0.09869406,0.09016368
261,7,6,0.09094091,0.08932259
261,8,6,0.03949558,0.03894132
261,9,6,0.04324032,0.03347886
261,10,6,0.08831421,0.09884142
261,11,1,0.12774872,0.1279981
261,12,1,0.11187798,0.11057976
261,13,1,0.14118265,0.14470586
262,1,6,-0.00904137,-0.00018529
262,2,6,-0.00804346,-0.01502868
262,3,6,-0.01195444,-0.01098284
262,4,6,-0.00842177,-0.00356392
262,5,6,-0.00346943,-0.00298555
262,6,6,-0.00325782,0.01058475
262,7,6,-0.0277039,-0.02772098
262,8,6,-0.02747809,-0.0341054
262,9,6,-0.05527447,-0.05650071
262,10,6,-0.05563962,-0.06406517
262,11,1,0.10463113,0.10211193
262,12,1,0.10565322,0.10244186
263,1,6,0.0050555,0.00320487
263,2,6,0.07572188,0.08330276
263,3,6,0.11600744,0.11193898
263,4,6,0.02351466,0.03066512
263,5,6,0.03321761,0.02268924
263,6,6,0.09436238,0.09197842
263,7,6,0.0927325,0.08806208
263,8,6,0.04009108,0.05149756
263,9,6,0.03982976,0.0487844
263,10,6,0.08817702,0.07536652
263,11,1,0.11565649,0.11447778
263,12,1,0.12718204,0.12527113
263,13,1,0.14845167,0.15276115
264,1,6,0.00244024,-0.0004589
264,2,6,0.08576973,0.09552414
264,3,6,0.11929671,0.11649217
264,4,6,0.02293128,0.03096933
264,5,6,0.0340497,0.02505739
264,6,6,0.09085052,0.0863418
264,7,6,0.09080083,0.08371287
264,8,6,0.03969819,0.04839673
264,9,6,0.03929751,0.04493857
264,10,6,0.0917449,0.08422799
264,11,1,0.12106035,0.11975828
264,12,1,0.11567497,0.11433284
264,13,1,0.14638509,0.15070679
265,1,6,0.004611,0.00454737
265,2,6,0.08894325,0.0968502
265,3,6,0.10804477,0.10646029
265,4,6,0.02522624,0.03055275
265,5,6,0.03740562,0.03127043
265,6,6,0.08977916,0.08446952
265,7,6,0.08855589,0.08272217
265,8,6,0.04020044,0.05043439
265,9,6,0.040975,0.03640722
265,10,6,0.09226365,0.08894937
265,11,1,0.12408223,0.12344731
265,12,1,0.11448545,0.11425921
265,13,1,0.14542725,0.14962977
266,1,6,0.01010593,0.01055078
266,2,6,0.08339108,0.09234148
266,3,6,0.1008101,0.0990463
266,4,6,0.02287671,0.02781723
266,5,6,0.03271866,0.02872595
266,6,6,0.09499586,0.09156643
266,7,6,0.09006261,0.08662999
266,8,6,0.0371154,0.04294503
266,9,6,0.04031694,0.03447796
266,10,6,0.09293132,0.08843797
266,11,1,0.12702667,0.12629119
266,12,1,0.11991629,0.11936265
266,13,1,0.14773249,0.15180703
267,1,6,0.00688332,0.00559418
267,2,6,0.08104862,0.08567289
267,3,6,0.10963369,0.10776886
267,4,6,0.02136036,0.03130652
267,5,6,0.03341556,0.02529975
267,6,6,0.08850861,0.09147448
267,7,6,0.08644844,0.08241901
267,8,6,0.03729585,0.04064125
267,9,6,0.03764024,0.03468809
267,10,6,0.09760029,0.09369084
267,11,1,0.12951703,0.12807524
267,12,1,0.11694475,0.11555812
267,13,1,0.15370329,0.15781076
268,1,6,0.00790207,0.00591015
268,2,6,0.07529899,0.08528893
268,3,6,0.12094635,0.11557114
268,4,6,0.02587198,0.03467171
268,5,6,0.03554036,0.02481636
268,6,6,0.0868163,0.08509592
268,7,6,0.09143431,0.08833935
268,8,6,0.0413024,0.05495246
268,9,6,0.04101066,0.04149058
268,10,6,0.09121433,0.08067208
268,11,1,0.11107972,0.11030534
268,12,1,0.12639083,0.12304217
268,13,1,0.14519166,0.14984382
269,1,6,0.00795182,0.00673456
269,2,6,0.07362997,0.08543471
269,3,6,0.10915728,0.1039837
269,4,6,0.02452168,0.03354955
269,5,6,0.03489677,0.02774284
269,6,6,0.09237819,0.08515999
269,7,6,0.09404709,0.08605406
269,8,6,0.03999366,0.05253951
269,9,6,0.04193083,0.04262401
269,10,6,0.08533247,0.08083262
269,11,1,0.12981501,0.12643709
269,12,1,0.12218027,0.12014058
269,13,1,0.14416499,0.14876679
270,1,6,-0.0078957,-0.00465799
270,2,6,-0.0042057,0.00446671
270,3,6,-0.01217992,-0.01872461
270,4,6,-0.01417049,-0.01912367
270,5,6,-0.00083795,0.0137952
270,6,6,-0.00047198,0.00988093
270,7,6,-0.03037988,-0.03608028
270,8,6,-0.02662158,-0.03256148
270,9,6,-0.05043676,-0.05447292
270,10,6,-0.05603884,-0.06342844
270,11,1,0.10355849,0.10278914
270,12,1,0.0996803,0.09811742
271,1,6,-0.0092387,-0.0063446
271,2,6,-0.00518485,0.00321698
271,3,6,-0.00818023,-0.01118818
271,4,6,-0.01169546,-0.02087495
271,5,6,-0.00698473,-0.00005498
271,6,6,0.00167203,0.01623572
271,7,6,-0.03023001,-0.03065391
271,8,6,-0.024511,-0.03190815
271,9,6,-0.05789051,-0.05461322
271,10,6,-0.05381502,-0.06620117
271,11,1,0.10365549,0.10293181
271,12,1,0.10240299,0.09945465
272,1,6,0.0090547,0.00377308
272,2,6,0.07393169,0.08439609
272,3,6,0.1257263,0.11911556
272,4,6,0.02028354,0.02921924
272,5,6,0.03153288,0.02150194
272,6,6,0.09666859,0.09517063
272,7,6,0.09076171,0.08256447
272,8,6,0.03834906,0.04488604
272,9,6,0.04261062,0.05265199
272,10,6,0.08528536,0.07653019
272,11,1,0.10595835,0.10593889
272,12,1,0.12732183,0.12559748
272,13,1,0.15251537,0.15865439
273,1,6,-0.00833021,0.0003901
273,2,6,-0.00916137,-0.00542803
273,3,6,-0.01369037,-0.02043309
273,4,6,-0.01614387,-0.01823295
273,5,6,-0.0030407,0.01060514
273,6,6,-0.00221576,0.00712166
273,7,6,-0.0327903,-0.03725039
273,8,6,-0.03028748,-0.03561838
273,9,6,-0.04115889,-0.04422567
273,10,6,-0.05764676,-0.06331927
273,11,1,0.10597028,0.10088704
273,12,1,0.1084954,0.10550385
274,1,6,0.0105551,0.00587606
274,2,6,0.08467438,0.10279824
274,3,6,0.11497589,0.10906084
274,4,6,0.01877006,0.03276779
274,5,6,0.03599288,0.02726909
274,6,6,0.08780702,0.07796273
274,7,6,0.08636353,0.08475344
274,8,6,0.04071003,0.04764839
274,9,6,0.04129587,0.04460973
274,10,6,0.08756173,0.07891387
274,11,1,0.12896476,0.12480643
274,12,1,0.11584081,0.11385641
274,13,1,0.14648796,0.14967699
275,1,6,-0.00524072,-0.01573269
275,2,6,-0.00818488,-0.00371864
275,3,6,-0.01016067,-0.00280673
275,4,6,-0.01340357,0.00013678
275,5,6,-0.00441945,0.00361548
275,6,6,-0.0019358,-0.00631615
275,7,6,-0.03034202,-0.03319434
275,8,6,-0.02497532,-0.02707017
275,9,6,-0.05062912,-0.05734928
275,10,6,-0.05998346,-0.06365364
275,11,1,0.10693957,0.10537821
275,12,1,0.10233541,0.10071117
276,1,6,-0.00786718,-0.01186903
276,2,6,-0.00677152,-0.00317885
276,3,6,-0.00602053,-0.01071791
276,4,6,-0.01277279,-0.00728686
276,5,6,-0.00994049,-0.00410017
276,6,6,-0.00006719,0.01139566
276,7,6,-0.03113246,-0.02784457
276,8,6,-0.0242789,-0.03232343
276,9,6,-0.05394598,-0.05206654
276,10,6,-0.05885433,-0.06978386
276,11,1,0.10440926,0.10339179
276,12,1,0.10724209,0.10438377
277,1,6,0.00716096,0.00875808
277,2,6,0.07589656,0.08287854
277,3,6,0.10298498,0.10096055
277,4,6,0.02637033,0.03331147
277,5,6,0.03340242,0.02939771
277,6,6,0.09559999,0.08632016
277,7,6,0.09182676,0.0856541
277,8,6,0.03877459,0.04662462
277,9,6,0.04380749,0.04228964
277,10,6,0.0857718,0.08152295
277,11,1,0.12979025,0.13025905
277,12,1,0.12128939,0.1202249
277,13,1,0.14732443,0.15179822
278,1,6,-0.01204256,-0.01168859
278,2,6,-0.00602014,-0.00745552
278,3,6,-0.01147996,-0.0120764
278,4,6,-0.01269696,-0.00954603
278,5,6,-0.00390933,0.00590614
278,6,6,-0.00524099,-0.00103808
278,7,6,-0.03251768,-0.03506313
278,8,6,-0.02938653,-0.02932131
278,9,6,-0.04920559,-0.05423068
278,10,6,-0.05248655,-0.05631274
278,11,1,0.10844495,0.10620729
278,12,1,0.10654135,0.10461906
279,1,6,0.01385401,0.0090549
279,2,6,0.0718241,0.07734894
279,3,6,0.1098474,0.11071681
279,4,6,0.02698546,0.02946117
279,5,6,0.04172828,0.03219112
279,6,6,0.09294354,0.10037336
279,7,6,0.08441532,0.0830047
279,8,6,0.04145144,0.04349666
279,9,6,0.04344301,0.03921272
279,10,6,0.09343805,0.0916366
279,11,1,0.11385047,0.11321116
279,12,1,0.11740691,0.11720606
279,13,1,0.14881207,0.1530858
280,1,6,0.00264415,0.00505
280,2,6,0.0853086,0.09426825
280,3,6,0.11193119,0.10795529
280,4,6,0.02008867,0.02592164
280,5,6,0.03225235,0.02337632
280,6,6,0.09308329,0.10058451
280,7,6,0.09032699,0.08999925
280,8,6,0.04086612,0.02534073
280,9,6,0.03556778,0.03646637
280,10,6,0.09665894,0.09986367
280,11,1,0.11926168,0.11815822
280,12,1,0.11665734,0.11626079
280,13,1,0.15535284,0.15675497
281,1,6,0.00936468,0.00752393
281,2,6,0.07223997,0.08327133
281,3,6,0.10561985,0.10505274
281,4,6,0.02522982,0.03431177
281,5,6,0.03652904,0.02684997
281,6,6,0.09325534,0.08780918
281,7,6,0.0891186,0.08414231
281,8,6,0.03667402,0.05028232
281,9,6,0.04224279,0.03688198
281,10,6,0.09135865,0.08460096
281,11,1,0.12150798,0.12015215
281,12,1,0.13167003,0.13021379
281,13,1,0.14518919,0.14890758
282,1,6,-0.00610311,-0.00814567
282,2,6,-0.01041769,-0.01098117
282,3,6,-0.00723059,-0.00979937
282,4,6,-0.00847063,-0.00371148
282,5,6,-0.00697873,0.00264103
282,6,6,-0.00692254,-0.00167412
282,7,6,-0.02862596,-0.03041836
282,8,6,-0.03037588,-0.0307131
282,9,6,-0.05298933,-0.0566545
282,10,6,-0.05183235,-0.05804928
282,11,1,0.10554015,0.10439672
282,12,1,0.10440667,0.1031093
283,1,6,-0.01087123,-0.01528546
283,2,6,-0.00541584,0.00683476
283,3,6,-0.00953531,-0.00625632
283,4,6,-0.00894338,-0.01356473
283,5,6,-0.003472,-0.00301136
283,6,6,-0.00543679,0.00246213
283,7,6,-0.03400471,-0.03280001
283,8,6,-0.0254987,-0.02893351
283,9,6,-0.03948271,-0.04139956
283,10,6,-0.06478641,-0.06864705
283,11,1,0.10613396,0.10054732
283,12,1,0.10131313,0.1000538
284,1,6,0.00167571,0.00063625
284,2,6,0.07658323,0.08355089
284,3,6,0.11892768,0.11332385
284,4,6,0.02096409,0.02375736
284,5,6,0.03213957,0.02810201
284,6,6,0.10215981,0.10209385
284,7,6,0.09209441,0.07666272
284,8,6,0.04008046,0.04577214
284,9,6,0.04436837,0.06302966
284,10,6,0.08022632,0.0675425
284,11,1,0.12350498,0.12264158
284,12,1,0.11265912,0.11308519
284,13,1,0.15461624,0.15980199
285,1,6,-0.00580112,-0.0033972
285,2,6,-0.00857912,-0.00599967
285,3,6,-0.00856609,-0.00780119
285,4,6,-0.00868147,-0.01012738
285,5,6,-0.00126622,0.00506871
285,6,6,-0.00567864,-0.00143103
285,7,6,-0.02725134,-0.0296274
285,8,6,-0.02944822,-0.02688883
285,9,6,-0.05593102,-0.06410977
285,10,6,-0.05675255,-0.06150012
285,11,1,0.10476053,0.10378504
285,12,1,0.10319524,0.10202884
286,1,6,0.01033094,0.00699279
286,2,6,0.07669197,0.09258617
286,3,6,0.11644565,0.11417803
286,4,6,0.01906539,0.03436936
286,5,6,0.03864444,0.02205957
286,6,6,0.09769108,0.08616654
286,7,6,0.08715941,0.09351076
286,8,6,0.04106492,0.03626192
286,9,6,0.03743305,0.03142324
286,10,6,0.09448525,0.09879891
286,11,1,0.11434599,0.11444349
286,12,1,0.1185575,0.1159083
286,13,1,0.14808444,0.15330091
287,1,6,-0.01201217,-0.01653126
287,2,6,-0.00762332,0.00663537
287,3,6,-0.01198282,-0.01226633
287,4,6,-0.01107117,-0.01951077
287,5,6,-0.00366337,0.01049337
287,6,6,-0.00122616,0.00260637
287,7,6,-0.03324132,-0.03593509
287,8,6,-0.02827102,-0.0296831
287,9,6,-0.04427529,-0.04851946
287,10,6,-0.05440343,-0.05871859
287,11,1,0.1045359,0.10094886
287,12,1,0.10323421,0.10048063
288,1,6,-0.0073897,-0.00784388
288,2,6,-0.00830859,-0.01038043
288,3,6,-0.00444554,-0.00416721
288,4,6,-0.00446726,0.00018914
288,5,6,-0.00930473,-0.00575658
288,6,6,-0.00821075,-0.00643274
288,7,6,-0.03240246,-0.03000942
288,8,6,-0.03130267,-0.02960862
288,9,6,-0.05216785,-0.05521359
288,10,6,-0.05318111,-0.05963145
288,11,1,0.10619109,0.10472595
288,12,1,0.10498954,0.10412881
289,1,6,-0.00708693,-0.01118724
289,2,6,-0.00234746,-0.00684101
289,3,6,-0.01067503,-0.0017828
289,4,6,-0.00925568,-0.00837697
289,5,6,-0.00910471,-0.00184844
289,6,6,0.00178257,0.00123719
289,7,6,-0.0310487,-0.03007773
289,8,6,-0.0227635,-0.0232509
289,9,6,-0.05625695,-0.05565504
289,10,6,-0.06167652,-0.06665657
289,11,1,0.10706327,0.10615257
289,12,1,0.10136968,0.09828693
290,1,6,-0.00489211,0.00659211
290,2,6,-0.0071462,-0.010662
290,3,6,-0.01668179,-0.01668921
290,4,6,-0.01372935,-0.01979269
290,5,6,0.00101045,0.00640587
290,6,6,0.0007167,0.01117494
290,7,6,-0.02863076,-0.03327475
290,8,6,-0.02946486,-0.03350032
290,9,6,-0.05669177,-0.05805388
290,10,6,-0.0539643,-0.05802603
290,11,1,0.10483755,0.10266647
290,12,1,0.10463644,0.10315949
291,1,6,-0.00600542,0.00681813
291,2,6,-0.00961574,-0.00619034
291,3,6,-0.01697184,-0.02395665
291,4,6,-0.01595787,-0.02495092
291,5,6,0.00256719,0.01793358
291,6,6,0.00124283,0.02150033
291,7,6,-0.02945243,-0.03791661
291,8,6,-0.02896898,-0.03803884
291,9,6,-0.04988786,-0.05596792
291,10,6,-0.05384469,-0.06157756
291,11,1,0.1044946,0.10176355
291,12,1,0.10240021,0.10058326
292,1,6,-0.00917901,-0.00412112
292,2,6,-0.0089442,-0.01566354
292,3,6,-0.01389292,-0.01066704
292,4,6,-0.00761598,-0.00592873
292,5,6,-0.00232249,0.00236808
292,6,6,-0.00830077,0.00105096
292,7,6,-0.02955746,-0.03175992
292,8,6,-0.02674366,-0.02821468
292,9,6,-0.04125123,-0.04240095
292,10,6,-0.05840346,-0.06379798
292,11,1,0.10405004,0.09767942
292,12,1,0.10216115,0.1014555
293,1,6,-0.00499382,0.00177059
293,2,6,-0.00707832,-0.00566547
293,3,6,-0.01306231,-0.01379866
293,4,6,-0.01356058,-0.01608634
293,5,6,-0.00095847,-0.00039003
293,6,6,0.00106559,0.01231257
293,7,6,-0.02783458,-0.03001307
293,8,6,-0.0277224,-0.03456969
293,9,6,-0.05747621,-0.05577879
293,10,6,-0.05499081,-0.06043394
293,11,1,0.10291942,0.10060272
293,12,1,0.10369249,0.10205011
294,1,6,0.00671814,0.00403044
294,2,6,0.08891011,0.09648251
294,3,6,0.11378389,0.11036369
294,4,6,0.02418015,0.02652625
294,5,6,0.0311045,0.03100238
294,6,6,0.09227576,0.08870551
294,7,6,0.08834623,0.06920471
294,8,6,0.03956146,0.05753225
294,9,6,0.04276422,0.06456378
294,10,6,0.08350229,0.06314432
294,11,1,0.13114997,0.12871725
294,12,1,0.11727592,0.11525609
294,13,1,0.14042731,0.14447081
295,1,6,0.00897261,0.00883565
295,2,6,0.08681311,0.09127989
295,3,6,0.11507627,0.11156467
295,4,6,0.01965264,0.02654974
295,5,6,0.03376108,0.02810665
295,6,6,0.08967342,0.0853149
295,7,6,0.089922,0.08412154
295,8,6,0.04386568,0.06124207
295,9,6,0.04280035,0.0493481
295,10,6,0.08179316,0.06406728
295,11,1,0.12417041,0.12155466
295,12,1,0.11156438,0.11092242
295,13,1,0.15193486,0.15709244
296,1,6,-0.00664407,0.00005564
296,2,6,-0.0111046,-0.01266507
296,3,6,-0.01234552,-0.01119667
296,4,6,-0.00983614,-0.00686137
296,5,6,-0.00522371,-0.00324796
296,6,6,-0.00349198,0.00176587
296,7,6,-0.02896469,-0.03039634
296,8,6,-0.03324242,-0.03486112
296,9,6,-0.0545458,-0.05846924
296,10,6,-0.04419812,-0.04948658
296,11,1,0.10394815,0.10260197
296,12,1,0.10564891,0.10276087
297,1,6,0.00754189,0.00691107
297,2,6,0.07455902,0.08393807
297,3,6,0.11016966,0.10771643
297,4,6,0.02576369,0.03134187
297,5,6,0.03357413,0.02933363
297,6,6,0.09615982,0.0942612
297,7,6,0.08911274,0.08050711
297,8,6,0.03718464,0.04556378
297,9,6,0.04540857,0.04887055
297,10,6,0.08274603,0.07778818
297,11,1,0.13592424,0.1305296
297,12,1,0.1147871,0.1123534
297,13,1,0.14706853,0.15088511
298,1,6,0.00365136,0.00567168
298,2,6,0.06562231,0.07551296
298,3,6,0.10199589,0.09747987
298,4,6,0.02812269,0.0378679
298,5,6,0.03595053,0.03205108
298,6,6,0.10137054,0.08872442
298,7,6,0.09376637,0.08516826
298,8,6,0.0362769,0.04510257
298,9,6,0.03860037,0.04089872
298,10,6,0.09157578,0.09001954
298,11,1,0.13424477,0.13395569
298,12,1,0.12569049,0.12419253
298,13,1,0.14313199,0.14335479
299,1,6,0.00441739,0.00526044
299,2,6,0.07339611,0.08701345
299,3,6,0.11045715,0.1049226
299,4,6,0.025074,0.03257402
299,5,6,0.03443237,0.02929281
299,6,6,0.09399487,0.08193888
299,7,6,0.09173145,0.08599934
299,8,6,0.03842927,0.04858471
299,9,6,0.04069452,0.0414746
299,10,6,0.09106524,0.08452384
299,11,1,0.12747154,0.12610032
299,12,1,0.12340893,0.12194971
299,13,1,0.14542712,0.15036529
300,1,6,-0.01169809,-0.01508842
300,2,6,-0.00822567,0.000378
300,3,6,-0.0113212,-0.01213163
300,4,6,-0.01159364,-0.01911261
300,5,6,-0.00222472,0.00862724
300,6,6,-0.0075452,-0.00157032
300,7,6,-0.03418915,-0.03747638
300,8,6,-0.03194522,-0.02859135
300,9,6,-0.04438295,-0.04749638
300,10,6,-0.05022964,-0.054811
300,11,1,0.1076751,0.10345574
300,12,1,0.10568037,0.10381712
301,1,6,0.01038602,0.00670355
301,2,6,0.0838269,0.09551827
301,3,6,0.11788454,0.11211208
301,4,6,0.02140741,0.02728003
301,5,6,0.03356888,0.0270235
301,6,6,0.09190787,0.08528406
301,7,6,0.09112421,0.0817888
301,8,6,0.03875407,0.05854998
301,9,6,0.04280441,0.05270804
301,10,6,0.08325204,0.06665185
301,11,1,0.11004115,0.10843415
301,12,1,0.126327,0.12403423
301,13,1,0.14871556,0.15391144
302,1,6,0.00475596,0.0032883
302,2,6,0.08139886,0.0893199
302,3,6,0.11538978,0.10964115
302,4,6,0.02205496,0.02990274
302,5,6,0.03349544,0.03002327
302,6,6,0.09908674,0.08998572
302,7,6,0.09277527,0.077888
302,8,6,0.0371971,0.05368059
302,9,6,0.03722041,0.05212559
302,10,6,0.08438991,0.07393228
302,11,1,0.1183481,0.11454621
302,12,1,0.12690674,0.1243479
302,13,1,0.14698074,0.15131835
303,1,6,-0.00677137,-0.00300332
303,2,6,-0.00682491,-0.00583579
303,3,6,-0.00697297,-0.00273946
303,4,6,-0.01280995,-0.01364346
303,5,6,-0.00384919,0.00638595
303,6,6,-0.00386005,-0.00513885
303,7,6,-0.02568923,-0.0300528
303,8,6,-0.03104143,-0.02912379
303,9,6,-0.0620086,-0.06907889
303,10,6,-0.04913102,-0.05440742
303,11,1,0.10355527,0.10236344
303,12,1,0.10540344,0.10427438
304,1,6,0.00427279,0.00439158
304,2,6,0.08012083,0.08914575
304,3,6,0.1079435,0.10187028
304,4,6,0.02351319,0.029171
304,5,6,0.033964,0.03428856
304,6,6,0.10008146,0.08928837
304,7,6,0.08726691,0.0718878
304,8,6,0.03588241,0.04708763
304,9,6,0.03880489,0.050461
304,10,6,0.08960575,0.07991688
304,11,1,0.12534376,0.12598516
304,12,1,0.12839728,0.12743868
304,13,1,0.14480327,0.14906731
305,1,6,-0.01032845,-0.0164023
305,2,6,-0.00628456,0.00625189
305,3,6,-0.01069306,-0.01101167
305,4,6,-0.01659584,-0.02139405
305,5,6,-0.00377108,0.00595085
305,6,6,0.00174587,0.0100743
305,7,6,-0.03268782,-0.03700918
305,8,6,-0.02902094,-0.03316671
305,9,6,-0.04546349,-0.04833373
305,10,6,-0.05576824,-0.06074176
305,11,1,0.10426334,0.10306704
305,12,1,0.10460423,0.10271532
306,1,6,-0.00603781,-0.0006311
306,2,6,-0.01489554,-0.01651447
306,3,6,-0.01494338,-0.02279056
306,4,6,-0.01229987,-0.00339733
306,5,6,0.00414011,0.00677941
306,6,6,-0.00649811,0.00684408
306,7,6,-0.03211115,-0.03451403
306,8,6,-0.03038298,-0.03280381
306,9,6,-0.0355896,-0.04414843
306,10,6,-0.05864134,-0.06164617
306,11,1,0.1044276,0.09981628
306,12,1,0.10283206,0.10300614
307,1,6,0.0071768,0.00795411
307,2,6,0.08817969,0.09183052
307,3,6,0.10944764,0.10885941
307,4,6,0.02377033,0.02494027
307,5,6,0.03553626,0.03044228
307,6,6,0.09455527,0.09832383
307,7,6,0.08668942,0.07969841
307,8,6,0.04090589,0.0432911
307,9,6,0.04061768,0.04739485
307,10,6,0.08829008,0.07943032
307,11,1,0.10797565,0.10872352
307,12,1,0.12408092,0.12409552
307,13,1,0.1527744,0.15501586
308,1,6,0.00897922,0.0093771
308,2,6,0.08389682,0.08685636
308,3,6,0.09874766,0.10047387
308,4,6,0.02208837,0.02570327
308,5,6,0.03336895,0.02561191
308,6,6,0.09139824,0.09538005
308,7,6,0.08862132,0.08773578
308,8,6,0.03905286,0.0369784
308,9,6,0.03755645,0.03209354
308,10,6,0.09350104,0.0934508
308,11,1,0.12658493,0.12788639
308,12,1,0.12237589,0.12252888
308,13,1,0.15382827,0.15592366
309,1,6,-0.00730079,-0.00163166
309,2,6,-0.00871997,0.00439729
309,3,6,-0.01697496,-0.03205403
309,4,6,-0.01529658,-0.02678107
309,5,6,0.000257,0.01778139
309,6,6,-0.00066339,0.01125034
309,7,6,-0.03505409,-0.04103225
309,8,6,-0.03251689,-0.03452485
309,9,6,-0.04604502,-0.05078101
309,10,6,-0.0506817,-0.05329153
309,11,1,0.10845008,0.10446521
309,12,1,0.10454627,0.10220216
310,1,6,0.01570521,0.01297871
310,2,6,0.07552601,0.08892094
310,3,6,0.11324939,0.10931703
310,4,6,0.02423707,0.0380963
310,5,6,0.03618319,0.02500652
310,6,6,0.09688223,0.08015371
310,7,6,0.09523247,0.09343332
310,8,6,0.04023784,0.05095027
310,9,6,0.04208875,0.0397215
310,10,6,0.09032623,0.08645986
310,11,1,0.1096673,0.109036
310,12,1,0.12035653,0.1181322
310,13,1,0.14030782,0.14779363
311,1,6,-0.00748729,-0.00217615
311,2,6,-0.00967513,-0.0112003
311,3,6,-0.01395452,-0.01284506
311,4,6,-0.010948,-0.00903737
311,5,6,-0.00453538,-0.00102058
311,6,6,-0.00371553,0.00946115
311,7,6,-0.02948275,-0.03146537
311,8,6,-0.03172431,-0.03860608
311,9,6,-0.05228489,-0.05791318
311,10,6,-0.04671662,-0.05216182
311,11,1,0.10488237,0.10298642
311,12,1,0.10564205,0.10397833
312,1,6,-0.00896845,-0.01454213
312,2,6,-0.00112077,-0.00070676
312,3,6,-0.01384115,-0.01621146
312,4,6,-0.01526365,-0.01969134
312,5,6,-0.0028402,0.014834
312,6,6,0.00347048,-0.00127792
312,7,6,-0.03188964,-0.03299445
312,8,6,-0.02985082,-0.02326199
312,9,6,-0.05848346,-0.06099388
312,10,6,-0.05096235,-0.05404425
312,11,1,0.10529531,0.10547968
312,12,1,0.10445475,0.1034105
313,1,6,-0.0094088,-0.01112574
313,2,6,-0.0062355,-0.00384716
313,3,6,-0.01289303,-0.00662003
313,4,6,-0.01228362,-0.00912732
313,5,6,-0.00454444,0.0048769
313,6,6,0.00046876,0.00196686
313,7,6,-0.02910845,-0.0329055
313,8,6,-0.02767454,-0.03440384
313,9,6,-0.05784373,-0.06027394
313,10,6,-0.04650539,-0.05358519
313,11,1,0.10430741,0.1033783
313,12,1,0.10172131,0.10166665
314,1,6,0.00640002,0.00663176
314,2,6,0.0830278,0.09042851
314,3,6,0.10942565,0.1071241
314,4,6,0.02089828,0.02859397
314,5,6,0.03408265,0.02727871
314,6,6,0.1000835,0.09305997
314,7,6,0.09159565,0.08593841
314,8,6,0.0367546,0.04213701
314,9,6,0.03803937,0.04000389
314,10,6,0.08841391,0.0840679
314,11,1,0.1229452,0.12229397
314,12,1,0.11863521,0.11791625
314,13,1,0.14969811,0.15452553
315,1,6,-0.01218983,-0.01400058
315,2,6,-0.0052496,0.0001516
315,3,6,-0.013843,-0.00941156
315,4,6,-0.01120078,-0.01211432
315,5,6,-0.00436484,0.00294975
315,6,6,-0.00015653,0.01075305
315,7,6,-0.03066985,-0.03073356
315,8,6,-0.0245589,-0.03115757
315,9,6,-0.0487488,-0.05369633
315,10,6,-0.05691607,-0.06566469
315,11,1,0.10625561,0.10363398
315,12,1,0.10164262,0.09929022
316,1,6,-0.0072958,-0.00638372
316,2,6,-0.00713493,-0.00898814
316,3,6,-0.00442429,0.00138924
316,4,6,-0.00635335,0.0023709
316,5,6,-0.0069573,-0.00788251
316,6,6,-0.0050366,-0.00916786
316,7,6,-0.02692833,-0.02413279
316,8,6,-0.0305557,-0.02757557
316,9,6,-0.05996364,-0.06737715
316,10,6,-0.04915184,-0.05456866
316,11,1,0.10043149,0.10030265
316,12,1,0.10337029,0.10201363
317,1,6,0.00925813,0.00726444
317,2,6,0.08237392,0.08833011
317,3,6,0.115586,0.11483183
317,4,6,0.02470404,0.02850675
317,5,6,0.03276468,0.02837189
317,6,6,0.08944023,0.09049089
317,7,6,0.08793293,0.0780209
317,8,6,0.04392875,0.04915057
317,9,6,0.04202364,0.04731142
317,10,6,0.08780026,0.07865747
317,11,1,0.12672337,0.12619735
317,12,1,0.10646202,0.10773191
317,13,1,0.15100209,0.15513449
318,1,6,0.01038732,0.00946368
318,2,6,0.08247781,0.09259964
318,3,6,0.11210507,0.10986322
318,4,6,0.02400633,0.03132655
318,5,6,0.03411003,0.02303267
318,6,6,0.0934639,0.08903475
318,7,6,0.09344822,0.09134682
318,8,6,0.03854157,0.04555665
318,9,6,0.04228709,0.03734856
318,10,6,0.08762856,0.08751769
